"Species","Tree_Type","Tree_Count","size_class","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","destination_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","PlantingPattern","Timeframe"
"Pentaclethra macrophylla","planted",13,"<10cm planted","96","B1.8","DRC","Faja Lobi","Restoration","Restoration","30x30",1253,403,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Ricondendron heudoletii","planted",1,"<10cm planted","96","B1.8","DRC","Faja Lobi","Restoration","Restoration","30x30",1254,403,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",5,"<10cm planted","96","B1.8","DRC","Faja Lobi","Restoration","Restoration","30x30",1255,403,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",7,"<10cm planted","96","B1.8","DRC","Faja Lobi","Restoration","Restoration","30x30",1256,403,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia floribunda","planted",4,"<10cm planted","96","B1.8","DRC","Faja Lobi","Restoration","Restoration","30x30",1257,403,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",18,"<10cm planted","96","B1.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1258,404,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia floribunda","planted",11,"<10cm planted","96","B1.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1259,404,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",7,"<10cm planted","96","B1.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1260,404,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Ngylo","planted",3,"<10cm planted","96","B1.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1261,404,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentaclethra macrophylla","planted",1,"<10cm planted","96","B1.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1262,404,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",19,"<10cm planted","96","B1.10","DRC","Faja Lobi","Restoration","Restoration","30x30",1263,405,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia floribunda","planted",17,"<10cm planted","96","B1.10","DRC","Faja Lobi","Restoration","Restoration","30x30",1264,405,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",14,"<10cm planted","96","B1.10","DRC","Faja Lobi","Restoration","Restoration","30x30",1265,405,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Ricinondendron heudoletii","planted",7,"<10cm planted","96","B1.10","DRC","Faja Lobi","Restoration","Restoration","30x30",1266,405,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Ngylo","planted",1,"<10cm planted","96","B1.10","DRC","Faja Lobi","Restoration","Restoration","30x30",1267,405,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",9,"<10cm planted","96","B1.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1268,406,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Millettia laurentii","planted",31,"<10cm planted","96","B1.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1269,406,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Pentaclethra macrophyla","planted",2,"<10cm planted","96","B1.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1270,406,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Maesopsis imini","planted",1,"<10cm planted","96","B1.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1271,406,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Ricinodendron eudoletii","planted",5,"<10cm planted","96","B1.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1272,406,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Uapaca mole","planted",5,"<10cm planted","96","B1.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1273,406,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Millettia laurentii","planted",29,"<10cm planted","96","B1.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1274,407,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Pentaclethra macrophyla","planted",29,"<10cm planted","96","B1.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1275,407,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Ricinodendron eudoletii","planted",15,"<10cm planted","96","B1.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1276,407,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Maesopsis imini","planted",5,"<10cm planted","96","B1.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1277,407,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Cassia siamea","planted",7,"<10cm planted","96","B1.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1278,407,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Iptodeniastrum africanum","planted",1,"<10cm planted","96","B1.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1279,407,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Pentaclethra macrophylla","planted",31,"<10cm planted","96","B1.2.6","DRC","Faja Lobi","Restoration","Restoration","30x30",1280,408,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Maesopsis eminii","planted",5,"<10cm planted","96","B1.2.6","DRC","Faja Lobi","Restoration","Restoration","30x30",1281,408,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Milettia laurentii","planted",5,"<10cm planted","96","B1.2.6","DRC","Faja Lobi","Restoration","Restoration","30x30",1282,408,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Cassia floribunda","planted",2,"<10cm planted","96","B1.2.6","DRC","Faja Lobi","Restoration","Restoration","30x30",1283,408,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Cassia siamea","planted",1,"<10cm planted","96","B1.2.6","DRC","Faja Lobi","Restoration","Restoration","30x30",1284,408,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Resinodandron edoletii","planted",19,"<10cm planted","96","B1.2.7","DRC","Faja Lobi","Restoration","Restoration","30x30",1285,409,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Millettia laurentii","planted",14,"<10cm planted","96","B1.2.7","DRC","Faja Lobi","Restoration","Restoration","30x30",1286,409,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Cassia siamea","planted",4,"<10cm planted","96","B1.2.7","DRC","Faja Lobi","Restoration","Restoration","30x30",1287,409,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Cassia floribunda","planted",3,"<10cm planted","96","B1.2.7","DRC","Faja Lobi","Restoration","Restoration","30x30",1288,409,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Maesopsis eminii","planted",7,"<10cm planted","96","B1.2.7","DRC","Faja Lobi","Restoration","Restoration","30x30",1289,409,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Pentaclethra macrophylla","planted",5,"<10cm planted","96","B1.2.7","DRC","Faja Lobi","Restoration","Restoration","30x30",1290,409,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Millettia laurentii","planted",9,"<10cm planted","96","B1.2.8","DRC","Faja Lobi","Restoration","Restoration","30x30",1291,410,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Cassia siamea","planted",2,"<10cm planted","96","B1.2.8","DRC","Faja Lobi","Restoration","Restoration","30x30",1292,410,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Cassia floribunda","planted",3,"<10cm planted","96","B1.2.8","DRC","Faja Lobi","Restoration","Restoration","30x30",1293,410,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Pentaclethra macrophyla","planted",10,"<10cm planted","96","B1.2.8","DRC","Faja Lobi","Restoration","Restoration","30x30",1294,410,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Maesopsis eminii","planted",11,"<10cm planted","96","B1.2.8","DRC","Faja Lobi","Restoration","Restoration","30x30",1295,410,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Pericopsis elata","planted",12,"<10cm planted","96","B1.2.8","DRC","Faja Lobi","Restoration","Restoration","30x30",1296,410,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Piptodenasthrum africanum","planted",22,"<10cm planted","96","B1.2.8","DRC","Faja Lobi","Restoration","Restoration","30x30",1297,410,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Pictodienastrum africanum","planted",16,"<10cm planted","96","B1.2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1298,411,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Pericopsis elata","planted",9,"<10cm planted","96","B1.2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1299,411,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Maesopsis eminii","planted",7,"<10cm planted","96","B1.2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1300,411,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Pentaclethra macrophila","planted",5,"<10cm planted","96","B1.2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1301,411,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Resinodandron hedelotii","planted",2,"<10cm planted","96","B1.2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1302,411,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Cassia floribunda","planted",4,"<10cm planted","96","B1.2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1303,411,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Millettia laurentii","planted",7,"<10cm planted","96","B1.2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1304,411,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Pictodenastrum africanum","planted",25,"<10cm planted","96","B1.2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1305,412,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Millettia laurentii","planted",11,"<10cm planted","96","B1.2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1306,412,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Risinodandron heudoletii","planted",9,"<10cm planted","96","B1.2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1307,412,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Pentaclethra macrophyla","planted",19,"<10cm planted","96","B1.2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1308,412,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Maesopsis eminii","planted",7,"<10cm planted","96","B1.2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1309,412,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Millettia laurentii","planted",12,"<10cm planted","96","B1.2.10","DRC","Faja Lobi","Restoration","Restoration","30x30",1310,413,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Pentaclethra macrophylla","planted",37,"<10cm planted","96","B1.2.10","DRC","Faja Lobi","Restoration","Restoration","30x30",1311,413,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Piptodenastrum africanum","planted",8,"<10cm planted","96","B1.2.10","DRC","Faja Lobi","Restoration","Restoration","30x30",1312,413,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Millicia excelsa","planted",2,"<10cm planted","96","B1.2.10","DRC","Faja Lobi","Restoration","Restoration","30x30",1313,413,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Maesopsis eminii","planted",NA,"<10cm planted","96","B3.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1323,421,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Piptodeniastrum africanum","planted",NA,"<10cm planted","96","B3.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1324,421,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Pentaclethra macrophylla","planted",NA,"<10cm planted","96","B3.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1325,421,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Milletia laurentii","planted",NA,"<10cm planted","96","B3.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1326,421,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Saf de la forêt","planted",NA,"<10cm planted","96","B3.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1327,421,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Cassia siamea","planted",NA,"<10cm planted","96","B3.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1328,421,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Cassia floribunda","planted",NA,"<10cm planted","96","B3.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1329,421,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Uapaca mole","planted",NA,"<10cm planted","96","B3.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1330,421,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Pentaclethra macrophyla","planted",25,"<10cm planted","96","B3.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1331,422,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Piptodeniastrum africanum","planted",30,"<10cm planted","96","B3.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1332,422,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Milletia laurentii","planted",25,"<10cm planted","96","B3.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1333,422,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Maesopsis eminii","planted",7,"<10cm planted","96","B3.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1334,422,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Rinodendron heudoletii","planted",11,"<10cm planted","96","B3.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1335,422,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Uapaca Molé","planted",36,"<10cm planted","96","B2.16","DRC","Faja Lobi","Restoration","Restoration","30x30",1336,423,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Pentaclenthra macrophyla","planted",7,"<10cm planted","96","B2.16","DRC","Faja Lobi","Restoration","Restoration","30x30",1337,423,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Hevea brasiliensis","planted",1,"<10cm planted","96","B2.16","DRC","Faja Lobi","Restoration","Restoration","30x30",1338,423,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Piptodeniastrum africanum","planted",20,"<10cm planted","96","B2.16","DRC","Faja Lobi","Restoration","Restoration","30x30",1339,423,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Nsaf de la forêt","planted",1,"<10cm planted","96","B2.16","DRC","Faja Lobi","Restoration","Restoration","30x30",1340,423,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Pachira aquatica","planted",6,"<10cm planted","96","B2.17","DRC","Faja Lobi","Restoration","Restoration","30x30",1341,424,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Croton mubanga","planted",8,"<10cm planted","96","B2.17","DRC","Faja Lobi","Restoration","Restoration","30x30",1342,424,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Milletia laurentii","planted",26,"<10cm planted","96","B2.17","DRC","Faja Lobi","Restoration","Restoration","30x30",1343,424,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Pentaclenthra macrophyla","planted",31,"<10cm planted","96","B2.17","DRC","Faja Lobi","Restoration","Restoration","30x30",1344,424,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Hevea brasiliensis","planted",8,"<10cm planted","96","B2.17","DRC","Faja Lobi","Restoration","Restoration","30x30",1345,424,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Milletia Laurentii","planted",31,"<10cm planted","96","B2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1346,425,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Pentaclethra macrophyla","planted",48,"<10cm planted","96","B2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1347,425,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Nsaf de la forêt","planted",21,"<10cm planted","96","B2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1348,425,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Canarium scheinfurtii","planted",11,"<10cm planted","96","B2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1349,425,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Uapaca mole","planted",3,"<10cm planted","96","B2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1350,425,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Ricinodendron heudoletii","planted",2,"<10cm planted","96","B2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1351,425,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Hevea brasiliensis","planted",22,"<10cm planted","96","B2.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1352,426,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Pentaclethra macrophyla","planted",18,"<10cm planted","96","B2.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1353,426,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Milletia Laurentii","planted",27,"<10cm planted","96","B2.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1354,426,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Pachira aquatica","planted",20,"<10cm planted","96","B2.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1355,426,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Nsaf de la forêt","planted",1,"<10cm planted","96","B2.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1356,426,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Pachira aquatica","planted",42,"<10cm planted","96","B2.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1357,427,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Ricinodendron heudoletii","planted",5,"<10cm planted","96","B2.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1358,427,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Dialium pachyphyllum","planted",22,"<10cm planted","96","B2.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1359,427,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Croton mubanga","planted",3,"<10cm planted","96","B2.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1360,427,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Maesopsis eminii","planted",3,"<10cm planted","96","B2.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1361,427,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Piptodeniastrum africanum","planted",21,"<10cm planted","96","B3.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1362,428,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
"Milletia laurentii","planted",17,"<10cm planted","96","B3.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1363,428,"main","Normal_30x30_2",NA,"Permanent","0","0","2,5x3","Y0"
