"Species","Tree_Type","Tree_Count","size_class","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","destination_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","PlantingPattern","Timeframe","submitted_species_name","name_validation","score","data_source_title"
"Palo de canela silvestre","Present",4,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",101,2290,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"Inga vera","Present",4,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",102,2290,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Inga vera","Resolved",0.988,"The International Plant Names Index"
"Liquidambar styraciflua","Present",6,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",103,2291,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Liquidambar Styraciflua","Resolved",0.988,"The International Plant Names Index"
"Palo de canela silvestre","Present",1,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",104,2291,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"Zanthoxylum rhoifolium","Present",2,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",105,2291,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Zanthoxylum rhoifolium","Resolved",0.988,"The International Plant Names Index"
"Gliricidia sepium","Present",2,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",106,2291,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Gliricidia Sepium","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Hibiscus elatus","Present",2,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",107,2291,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Hibiscus elatus","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Inga vera","Present",8,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",108,2292,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por m","Y0","Inga vera","Resolved",0.988,"The International Plant Names Index"
"Annona squamosa","Present",3,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",109,2292,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por m","Y0","Annona squamosa","Resolved",0.988,"The International Plant Names Index"
"Liquidambar styraciflua","Present",1,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",110,2292,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por m","Y0","Liquidambar Styraciflua","Resolved",0.988,"The International Plant Names Index"
"Dendropanax","Present",2,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",111,2292,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por m","Y0","Dendropanax Sp.","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Persea caerulea","Present",2,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",112,2292,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por m","Y0","Persea caerulea","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Palo de canela silvestre","Present",1,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",113,2292,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"Liquidambar styraciflua","Present",4,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",114,2293,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Liquidambar Styraciflua","Resolved",0.988,"The International Plant Names Index"
"Palo de leche amarillo","Present",1,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",115,2293,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de leche amarillo","Needs Review",NA,NA
"Hibiscus elatus","Present",4,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",116,2293,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Hibiscus elatus","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Palo de canela silvestre","Present",3,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",117,2293,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"Annona squamosa","Present",5,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",118,2293,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Annona squamosa","Resolved",0.988,"The International Plant Names Index"
"Persea caerulea","Present",2,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",119,2294,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Persea caerulea","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Pinus chiapensis","Present",2,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",120,2294,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Pinus chiapensis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Liquidambar styraciflua","Present",2,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",121,2294,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Liquidambar Styraciflua","Resolved",0.988,"The International Plant Names Index"
"Palo de pajarito","Present",9,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",122,2294,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de pajarito","Needs Review",NA,NA
"Dendropanax","Present",3,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",123,2294,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Dendropanax Sp.","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Liquidambar styraciflua","Present",6,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",124,2341,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Liquidambar Styraciflua","Resolved",0.988,"The International Plant Names Index"
"Pinus chiapensis","Present",4,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",125,2341,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Pinus chiapensis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Hibiscus elatus","Present",4,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",126,2341,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Hibiscus elatus","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Persea caerulea","Present",2,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",127,2341,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Persea caerulea","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Croton draco","Present",2,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",128,2341,"main","Normal_30x30",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Croton draco","Resolved",0.988,"The International Plant Names Index"
"Prunus avium","Present",1,">10cm","333","251-49","France","Reforest Action","Restoration","Restoration","30x30",NA,3,NA,"main","Normal_30x30","Permanent",0,0,"Arbre planté en ligne tous les 2 mètres sur des cloisonnements tous les 5 mètres","Y0","Prunus avium","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Quercus robur","Present",3,">10cm","333","46","France","Reforest Action","Restoration","Restoration","30x30",NA,4,NA,"main","Normal_30x30","Permanent",0,0,"Plantation tous les 3 mètre avec cloiso de 5m","Y0","Quercus robur","Resolved",NA,NA
"Prunus avium","Present",1,">10cm","333","43","France","Reforest Action","Restoration","Restoration","30x30",NA,5,NA,"main","Normal_30x30","Permanent",1,0,"Idem 46","Y0","Prunus avium","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Prunus avium","Present",2,">10cm","333","42","France","Reforest Action","Restoration","Restoration","30x30",NA,6,NA,"main","Normal_30x30","Permanent",0,0,"Idem46","Y0","Prunus avium","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Prunus avium","Present",5,">10cm","333","41","France","Reforest Action","Restoration","Restoration","30x30",NA,7,NA,"main","Normal_30x30","Permanent",0,0,"Idem 46","Y0","Prunus avium","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Quercus","Present",1,">10cm","329","28","France","Reforest Action","Restoration","Restoration","30x30",NA,10,NA,"main","Normal_30x30","Permanent",0,0,"1 plante à chaque 2m, distance entre Ligne de 5m","Y0","Quercus","Resolved",0.75,"The International Plant Names Index"
"Quercus","Present",2,">10cm","329","29","France","Reforest Action","Restoration","Restoration","30x30",NA,11,NA,"main","Normal_30x30","Permanent",0,0,"Same as 28","Y0","Quercus","Resolved",0.75,"The International Plant Names Index"
"Quercus","Present",2,">10cm","329","34","France","Reforest Action","Restoration","Restoration","30x30",NA,12,NA,"main","Normal_30x30","Permanent",0,0,"Same as 28","Y0","Quercua","Resolved",0.75,"The International Plant Names Index"
"Quercus","Present",3,">10cm","329","30","France","Reforest Action","Restoration","Restoration","30x30",NA,14,NA,"main","Normal_30x30","Permanent",0,0,"Samedi as 28","Y0","Quercus","Resolved",0.75,"The International Plant Names Index"
"Quercus","Present",3,">10cm","329","31","France","Reforest Action","Restoration","Restoration","30x30",NA,15,NA,"main","Normal_30x30","Permanent",0,0,"Same as 28","Y0","Quercus","Resolved",0.75,"The International Plant Names Index"
"Quercus","Present",1,">10cm","329","33","France","Reforest Action","Restoration","Restoration","30x30",NA,17,NA,"main","Normal_30x30","Permanent",0,0,"Same as 28","Y0","Quercus","Resolved",0.75,"The International Plant Names Index"
"Quercus","Present",1,">10cm","329","34","France","Reforest Action","Restoration","Restoration","30x30",NA,18,NA,"main","Normal_30x30","Permanent",0,0,"Same que 28","Y0","Qercus","Resolved",0.75,"The International Plant Names Index"
"Carpinus betulus","Present",4,">10cm","334","23","France","Reforest Action","Restoration","Restoration","30x30",NA,26,NA,"main","Normal_30x30","Permanent",0,0,"Same as 16","Y0","Carpinus betulus","Resolved",0.988,"The International Plant Names Index"
"Quercus","Present",1,">10cm","279","6","France","Reforest Action","Restoration","Restoration","30x30",NA,34,NA,"main","Normal_30x30","Permanent",0,0,"Same as 1","Y0","Quercus","Resolved",0.75,"The International Plant Names Index"
"Prunus avium","Present",1,">10cm","279","7","France","Reforest Action","Restoration","Restoration","30x30",NA,36,NA,"main","Normal_30x30","Permanent",0,0,"Idem point précède","Y0","Prunus avium","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Prunus avium","Present",4,">10cm","279","11","France","Reforest Action","Control","Control","30x30",NA,39,NA,"main","Normal_30x30",NA,0,0,NA,"Y0","Prunus avium","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Avicennia marina","Present",46,">10cm","488","R1","UAE","Emirate Nature - WWF","Restoration","Restoration","30x30",NA,40,NA,"main","Normal_30x30","Permanent",0,0,"50cm above and below existing mangrove line in a zig zag formation. In areas where soils get inundated further inland, a further row of mangroves are planted in a 50cm pattern above the upper line of mangroves","Y0","Avicenna Marina","Resolved",NA,NA
"Prunus avium","Present",1,"1 - 9.9cm","333","251-49","France","Reforest Action","Restoration","Restoration","3x3",1,3,"main","Nested_3x3_within_30x30",NA,"Permanent",0,0,"Arbre planté en ligne tous les 2 mètres sur des cloisonnements tous les 5 mètres","Y0","Prunus avium","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Quercus robur","planted",2,"<10cm planted","333","251-49","France","Reforest Action","Restoration","Restoration","3x3",2,3,"main","Nested_3x3_within_30x30",NA,"Permanent",0,0,"Arbre planté en ligne tous les 2 mètres sur des cloisonnements tous les 5 mètres","Y0","Quercus robur","Resolved",NA,NA
"Quercus robur","planted",2,"<10cm planted","333","43","France","Reforest Action","Restoration","Restoration","3x3",3,5,"main","Nested_3x3_within_30x30",NA,"Permanent",1,0,"Idem 46","Y0","Quercus robur","Resolved",NA,NA
"Quercus robur","naturally_regenerating",1,"1 - 9.9cm","333","43","France","Reforest Action","Restoration","Restoration","3x3",4,5,"main","Nested_3x3_within_30x30",NA,"Permanent",1,0,"Idem 46","Y0","Quercus robur","Resolved",NA,NA
"Populus","naturally_regenerating",3,"1 - 9.9cm","333","43","France","Reforest Action","Restoration","Restoration","3x3",5,5,"main","Nested_3x3_within_30x30",NA,"Permanent",1,0,"Idem 46","Y0","Populus","Resolved",0.75,"The International Plant Names Index"
"Carpinus betulus","naturally_regenerating",1,"1 - 9.9cm","333","43","France","Reforest Action","Restoration","Restoration","3x3",6,5,"main","Nested_3x3_within_30x30",NA,"Permanent",1,0,"Idem 46","Y0","Carpinus betulus","Resolved",0.988,"The International Plant Names Index"
"Sorbus torminalis","planted",2,"<10cm planted","333","42","France","Reforest Action","Restoration","Restoration","3x3",7,6,"main","Nested_3x3_within_30x30",NA,"Permanent",0,0,"Idem46","Y0","Sorbus torminalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Quercus robur","planted",2,"<10cm planted","333","42","France","Reforest Action","Restoration","Restoration","3x3",8,6,"main","Nested_3x3_within_30x30",NA,"Permanent",0,0,"Idem46","Y0","Quercus robur","Resolved",NA,NA
"Carpinus betulus","naturally_regenerating",2,"1 - 9.9cm","333","42","France","Reforest Action","Restoration","Restoration","3x3",9,6,"main","Nested_3x3_within_30x30",NA,"Permanent",0,0,"Idem46","Y0","Carpinus betulus","Resolved",0.988,"The International Plant Names Index"
"Populus","naturally_regenerating",4,"1 - 9.9cm","333","44","France","Reforest Action","Restoration","Restoration","3x3",10,9,"main","Nested_3x3_within_30x30",NA,"Permanent",0,0,"Idem 46","Y0","Populis","Resolved",0.75,"The International Plant Names Index"
"Quercus","Present",2,"1 - 9.9cm","333","44","France","Reforest Action","Restoration","Restoration","3x3",11,9,"main","Nested_3x3_within_30x30",NA,"Permanent",0,0,"Idem 46","Y0","Querus","Resolved",0.75,"The International Plant Names Index"
"Sorbus torminalis",NA,2,NA,"333","44","France","Reforest Action","Restoration","Restoration","3x3",12,9,"main","Nested_3x3_within_30x30",NA,"Permanent",0,0,"Idem 46","Y0","Sorbus totminalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Populus","Present",1,"1 - 9.9cm","329","34","France","Reforest Action","Restoration","Restoration","3x3",13,12,"main","Nested_3x3_within_30x30",NA,"Permanent",0,0,"Same as 28","Y0","Populus sp","Resolved",0.75,"The International Plant Names Index"
"Quercus","naturally_regenerating",1,"1 - 9.9cm","329","34","France","Reforest Action","Restoration","Restoration","3x3",14,12,"main","Nested_3x3_within_30x30",NA,"Permanent",0,0,"Same as 28","Y0","Quercus","Resolved",0.75,"The International Plant Names Index"
"Carpinus betulus","Present",1,"1 - 9.9cm","329","34","France","Reforest Action","Restoration","Restoration","3x3",15,18,"main","Nested_3x3_within_30x30",NA,"Permanent",0,0,"Same que 28","Y0","Carpinus betulus","Resolved",0.988,"The International Plant Names Index"
"Douglas","planted",2,"<10cm planted","329","34","France","Reforest Action","Restoration","Restoration","3x3",16,18,"main","Nested_3x3_within_30x30",NA,"Permanent",0,0,"Same que 28","Y0","Douglas","Needs Review",NA,NA
"Carpinus betulus","naturally_regenerating",1,"1 - 9.9cm","334","16","France","Reforest Action","Restoration","Restoration","3x3",17,20,"main","Nested_3x3_within_30x30",NA,"Permanent",0,0,"2m entre plantes x 5m entre lignes","Y0","Carpinus betulus","Resolved",0.988,"The International Plant Names Index"
