"Organization_Name","Site_ID","Plot_ID","SiteType","Plot_Type","Coordinate_System_Used","Northeast_Corner_of_30m_x_30m_Plot","Northeast_Corner_of_30m_x_30m_Plot_latitude","Northeast_Corner_of_30m_x_30m_Plot_longitude","Northeast_Corner_of_30m_x_30m_Plot_altitude","Northeast_Corner_of_30m_x_30m_Plot_precision","Northeast_Corner_of_30m_x_30m_Plot_wkt","Southeast_Corner_of_30m_x_30m_Plot","Southeast_Corner_of_30m_x_30m_Plot_latitude","Southeast_Corner_of_30m_x_30m_Plot_longitude","Southeast_Corner_of_30m_x_30m_Plot_altitude","Southeast_Corner_of_30m_x_30m_Plot_precision","Southeast_Corner_of_30m_x_30m_Plot_wkt","Southwest_Corner_of_30m_x_30m_Plot","Southwest_Corner_of_30m_x_30m_Plot_latitude","Southwest_Corner_of_30m_x_30m_Plot_longitude","Southwest_Corner_of_30m_x_30m_Plot_altitude","Southwest_Corner_of_30m_x_30m_Plot_precision","Southwest_Corner_of_30m_x_30m_Plot_wkt","Northwest_Corner_of_30m_x_30m_Plot","Northwest_Corner_of_30m_x_30m_Plot_latitude","Northwest_Corner_of_30m_x_30m_Plot_longitude","Northwest_Corner_of_30m_x_30m_Plot_altitude","Northwest_Corner_of_30m_x_30m_Plot_precision","Northwest_Corner_of_30m_x_30m_Plot_wkt","Centroid_of_3m_x_3m_Subplot","Centroid_of_3m_x_3m_Subplot_latitude","Centroid_of_3m_x_3m_Subplot_longitude","Centroid_of_3m_x_3m_Subplot_altitude","Centroid_of_3m_x_3m_Subplot_precision","Centroid_of_3m_x_3m_Subplot_wkt","Northeast_Corner_of_10m_x_10m_Plot","Northeast_Corner_of_10m_x_10m_Plot_latitude","Northeast_Corner_of_10m_x_10m_Plot_longitude","Northeast_Corner_of_10m_x_10m_Plot_altitude","Northeast_Corner_of_10m_x_10m_Plot_precision","Northeast_Corner_of_10m_x_10m_Plot_wkt","Southeast_Corner_of_10m_x_10m_Plot","Southeast_Corner_of_10m_x_10m_Plot_latitude","Southeast_Corner_of_10m_x_10m_Plot_longitude","Southeast_Corner_of_10m_x_10m_Plot_altitude","Southeast_Corner_of_10m_x_10m_Plot_precision","Southeast_Corner_of_10m_x_10m_Plot_wkt","Southwest_Corner_of_10m_x_10m_Plot","Southwest_Corner_of_10m_x_10m_Plot_latitude","Southwest_Corner_of_10m_x_10m_Plot_longitude","Southwest_Corner_of_10m_x_10m_Plot_altitude","Southwest_Corner_of_10m_x_10m_Plot_precision","Southwest_Corner_of_10m_x_10m_Plot_wkt","Northwest_Corner_of_10m_x_10m_Plot","Northwest_Corner_of_10m_x_10m_Plot_latitude","Northwest_Corner_of_10m_x_10m_Plot_longitude","Northwest_Corner_of_10m_x_10m_Plot_altitude","Northwest_Corner_of_10m_x_10m_Plot_precision","Northwest_Corner_of_10m_x_10m_Plot_wkt","Centroid_of_3m_x_3m_Subplot2_latitude","Centroid_of_3m_x_3m_Subplot2_longitude","Centroid_of_3m_x_3m_Subplot2_altitude","Centroid_of_3m_x_3m_Subplot2_precision","Centroid_of_3m_x_3m_Subplot2","Centroid_of_3m_x_3m_Subplot1_latitude","Centroid_of_3m_x_3m_Subplot1_longitude","Centroid_of_3m_x_3m_Subplot1_altitude","Centroid_of_3m_x_3m_Subplot1_precision","Centroid_of_3m_x_3m_Subplot1","Centroid_of_3m_x_3m_Subplot2_wkt","Centroid_of_3m_x_3m_Subplot1_wkt"
"Reforest Action","334","18","Restoration","Restoration","Lambert","49.156989 2.540537 106.5982666015625 7.686999797821045",49.156989,2.540537,106.598266601562,7.68699979782104,"POINT (2.540537 49.156989 106.5982666015625)","49.157345 2.540371 108.57586669921875 6.876999855041504",49.157345,2.540371,108.575866699219,6.8769998550415,"POINT (2.540371 49.157345 108.57586669921875)","49.157384 2.540565 89.601318359375 4.564000129699707",49.157384,2.540565,89.601318359375,4.56400012969971,"POINT (2.540565 49.157384 89.601318359375)","49.157 2.540604 106.34552001953125 11.609999656677246",49.157,2.540604,106.345520019531,11.6099996566772,"POINT (2.540604 49.157 106.34552001953125)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.157313,2.540582,108.636474609375,9.0629997253418,"49.157313 2.540582 108.636474609375 9.062999725341797",NA,NA,NA,NA,NA,"POINT (2.540582 49.157313 108.636474609375)",NA
"Reforest Action","334","19","Restoration","Restoration","Lambert","49.157077 2.541261 94.33709716796875 7.71999979019165",49.157077,2.541261,94.3370971679688,7.71999979019165,"POINT (2.541261 49.157077 94.33709716796875)","49.157338 2.541572 123.104736328125 9.227999687194824",49.157338,2.541572,123.104736328125,9.22799968719482,"POINT (2.541572 49.157338 123.104736328125)","49.157256 2.541757 91.578125 6.949999809265137",49.157256,2.541757,91.578125,6.94999980926514,"POINT (2.541757 49.157256 91.578125)","49.157047 2.541538 119.4061279296875 6.706999778747559",49.157047,2.541538,119.406127929688,6.70699977874756,"POINT (2.541538 49.157047 119.4061279296875)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.157036,2.54165,103.0693359375,6.48899984359741,"49.157036 2.54165 103.0693359375 6.488999843597412",NA,NA,NA,NA,NA,"POINT (2.54165 49.157036 103.0693359375)",NA
"Reforest Action","334","20","Restoration","Restoration","Lambert","49.156336 2.541598 110.54559326171875 4.798999786376953",49.156336,2.541598,110.545593261719,4.79899978637695,"POINT (2.541598 49.156336 110.54559326171875)","49.15596 2.541547 122.1553955078125 6.558000087738037",49.15596,2.541547,122.155395507812,6.55800008773804,"POINT (2.541547 49.15596 122.1553955078125)","49.156002 2.541207 113.6607666015625 4.418000221252441",49.156002,2.541207,113.660766601562,4.41800022125244,"POINT (2.541207 49.156002 113.6607666015625)","49.15616 2.541217 103.03729248046875 9.01200008392334",49.15616,2.541217,103.037292480469,9.01200008392334,"POINT (2.541217 49.15616 103.03729248046875)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.156204,2.541374,101.668334960938,5.21799993515015,"49.156204 2.541374 101.6683349609375 5.2179999351501465",NA,NA,NA,NA,NA,"POINT (2.541374 49.156204 101.6683349609375)",NA
"Reforest Action","334","22","Restoration","Restoration","Lambert","49.155462 2.540978 103.72894287109375 17.238000869750977",49.155462,2.540978,103.728942871094,17.238000869751,"POINT (2.540978 49.155462 103.72894287109375)","49.15554 2.540434 109.3702392578125 9.276000022888184",49.15554,2.540434,109.370239257812,9.27600002288818,"POINT (2.540434 49.15554 109.3702392578125)","49.155459 2.541094 103.52001953125 7.770999908447266",49.155459,2.541094,103.52001953125,7.77099990844727,"POINT (2.541094 49.155459 103.52001953125)","49.15546 2.541024 106.28009033203125 7.440000057220459",49.15546,2.541024,106.280090332031,7.44000005722046,"POINT (2.541024 49.15546 106.28009033203125)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.155299,2.540614,92.2725830078125,6.36600017547607,"49.155299 2.540614 92.2725830078125 6.366000175476074",NA,NA,NA,NA,NA,"POINT (2.540614 49.155299 92.2725830078125)",NA
"Reforest Action","334","23","Restoration","Restoration","Lambert","49.155303 2.541184 83.7821044921875 5.435999870300293",49.155303,2.541184,83.7821044921875,5.43599987030029,"POINT (2.541184 49.155303 83.7821044921875)","49.155449 2.541411 68.46478271484375 9.33899974822998",49.155449,2.541411,68.4647827148438,9.33899974822998,"POINT (2.541411 49.155449 68.46478271484375)","49.155205 2.541477 101.8360595703125 9.993000030517578",49.155205,2.541477,101.836059570312,9.99300003051758,"POINT (2.541477 49.155205 101.8360595703125)","49.155177 2.541485 99.80450439453125 7.1519999504089355",49.155177,2.541485,99.8045043945312,7.15199995040894,"POINT (2.541485 49.155177 99.80450439453125)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.155491,2.541788,83.21484375,9.77299976348877,"49.155491 2.541788 83.21484375 9.77299976348877",NA,NA,NA,NA,NA,"POINT (2.541788 49.155491 83.21484375)",NA
"Reforest Action","334","24","Restoration","Restoration","Lambert","49.155644 2.541813 82.66864013671875 5.809000015258789",49.155644,2.541813,82.6686401367188,5.80900001525879,"POINT (2.541813 49.155644 82.66864013671875)","49.156042 2.541943 114.045166015625 6.216000080108643",49.156042,2.541943,114.045166015625,6.21600008010864,"POINT (2.541943 49.156042 114.045166015625)","49.155821 2.542253 111.17852783203125 8.288999557495117",49.155821,2.542253,111.178527832031,8.28899955749512,"POINT (2.542253 49.155821 111.17852783203125)","49.155607 2.54212 89.8902587890625 11.409000396728516",49.155607,2.54212,89.8902587890625,11.4090003967285,"POINT (2.54212 49.155607 89.8902587890625)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.155791,2.542047,94.14111328125,5.60799980163574,"49.155791 2.542047 94.14111328125 5.607999801635742",NA,NA,NA,NA,NA,"POINT (2.542047 49.155791 94.14111328125)",NA
"Reforest Action","334","25","Restoration","Restoration","Lambert","49.156369 2.542281 104.90472412109375 7.283999919891357",49.156369,2.542281,104.904724121094,7.28399991989136,"POINT (2.542281 49.156369 104.90472412109375)","49.156414 2.542308 106.8909912109375 10.494999885559082",49.156414,2.542308,106.890991210938,10.4949998855591,"POINT (2.542308 49.156414 106.8909912109375)","49.156718 2.542621 88.4498291015625 4.9070000648498535",49.156718,2.542621,88.4498291015625,4.90700006484985,"POINT (2.542621 49.156718 88.4498291015625)","49.156377 2.542507 99.739013671875 6.7230000495910645",49.156377,2.542507,99.739013671875,6.72300004959106,"POINT (2.542507 49.156377 99.739013671875)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.156453,2.542302,95.4364013671875,6.3899998664856,"49.156453 2.542302 95.4364013671875 6.389999866485596",NA,NA,NA,NA,NA,"POINT (2.542302 49.156453 95.4364013671875)",NA
"Reforest Action","334","26","Restoration","Restoration","Lambert","49.157588 2.542334 103.18487548828125 5.0980000495910645",49.157588,2.542334,103.184875488281,5.09800004959106,"POINT (2.542334 49.157588 103.18487548828125)","49.157636 2.542335 99.423095703125 9.428999900817871",49.157636,2.542335,99.423095703125,9.42899990081787,"POINT (2.542335 49.157636 99.423095703125)","49.157884 2.542827 100.35888671875 13.343000411987305",49.157884,2.542827,100.35888671875,13.3430004119873,"POINT (2.542827 49.157884 100.35888671875)","49.157548 2.542986 101.88006591796875 9.553000450134277",49.157548,2.542986,101.880065917969,9.55300045013428,"POINT (2.542986 49.157548 101.88006591796875)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.157671,2.542469,91.9517211914062,8.01299953460693,"49.157671 2.542469 91.95172119140625 8.012999534606934",NA,NA,NA,NA,NA,"POINT (2.542469 49.157671 91.95172119140625)",NA
"Reforest Action","334","27","Control","Control","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49.158898 2.542858 88.71722412109375 10.449000358581543",49.158898,2.542858,88.7172241210938,10.4490003585815,"POINT (2.542858 49.158898 88.71722412109375)","49.159436 2.542847 112.3056640625 11.779000282287598",49.159436,2.542847,112.3056640625,11.7790002822876,"POINT (2.542847 49.159436 112.3056640625)","49.159361 2.54333 104.265625 13.456999778747559",49.159361,2.54333,104.265625,13.4569997787476,"POINT (2.54333 49.159361 104.265625)","49.159312 2.543362 101.88031005859375 5.797999858856201",49.159312,2.543362,101.880310058594,5.7979998588562,"POINT (2.543362 49.159312 101.88031005859375)",NA,NA,NA,NA,NA,49.15911,2.543157,100.194152832031,7.07600021362305,"49.15911 2.543157 100.19415283203125 7.076000213623047",NA,"POINT (2.543157 49.15911 100.19415283203125)"
"Reforest Action","279","2","Restoration","Restoration","Lambert","49.208339 2.497324 71.691650390625 6.892000198364258",49.208339,2.497324,71.691650390625,6.89200019836426,"POINT (2.497324 49.208339 71.691650390625)","49.208265 2.4977 100.19415283203125 11.175999641418457",49.208265,2.4977,100.194152832031,11.1759996414185,"POINT (2.4977 49.208265 100.19415283203125)","49.208183 2.497846 105.38720703125 5.079999923706055",49.208183,2.497846,105.38720703125,5.07999992370605,"POINT (2.497846 49.208183 105.38720703125)","49.207934 2.497328 77.43963623046875 12.788999557495117",49.207934,2.497328,77.4396362304688,12.7889995574951,"POINT (2.497328 49.207934 77.43963623046875)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.208174,2.497834,98.9459838867188,10.206000328064,"49.208174 2.497834 98.94598388671875 10.206000328063965",NA,NA,NA,NA,NA,"POINT (2.497834 49.208174 98.94598388671875)",NA
"Reforest Action","279","3","Restoration","Restoration","Lambert","49.207478 2.496585 81.843505859375 15.930000305175781",49.207478,2.496585,81.843505859375,15.9300003051758,"POINT (2.496585 49.207478 81.843505859375)","49.207443 2.496709 137.64794921875 8.836000442504883",49.207443,2.496709,137.64794921875,8.83600044250488,"POINT (2.496709 49.207443 137.64794921875)","49.207481 2.496567 107.23052978515625 44.95399856567383",49.207481,2.496567,107.230529785156,44.9539985656738,"POINT (2.496567 49.207481 107.23052978515625)","49.207509 2.496272 93.67596435546875 9.531000137329102",49.207509,2.496272,93.6759643554688,9.5310001373291,"POINT (2.496272 49.207509 93.67596435546875)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.207409,2.496503,74.4776000976562,14.956000328064,"49.207409 2.496503 74.47760009765625 14.956000328063965",NA,NA,NA,NA,NA,"POINT (2.496503 49.207409 74.47760009765625)",NA
"Reforest Action","279","4","Restoration","Restoration","Lambert","49.206855 2.49642 98.06951904296875 7.551000118255615",49.206855,2.49642,98.0695190429688,7.55100011825562,"POINT (2.49642 49.206855 98.06951904296875)","49.206897 2.495798 61.622314453125 26.368999481201172",49.206897,2.495798,61.622314453125,26.3689994812012,"POINT (2.495798 49.206897 61.622314453125)","49.207156 2.496491 111.543212890625 10.505999565124512",49.207156,2.496491,111.543212890625,10.5059995651245,"POINT (2.496491 49.207156 111.543212890625)","49.207232 2.496608 100.21295166015625 3.9649999141693115",49.207232,2.496608,100.212951660156,3.96499991416931,"POINT (2.496608 49.207232 100.21295166015625)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.207047,2.49641,91.659912109375,10.3240003585815,"49.207047 2.49641 91.659912109375 10.324000358581543",NA,NA,NA,NA,NA,"POINT (2.49641 49.207047 91.659912109375)",NA
"Reforest Action","279","6","Restoration","Restoration","Lambert","49.206539 2.497983 105.80633544921875 7.355000019073486",49.206539,2.497983,105.806335449219,7.35500001907349,"POINT (2.497983 49.206539 105.80633544921875)","49.206852 2.497473 183.65960693359375 10.347999572753906",49.206852,2.497473,183.659606933594,10.3479995727539,"POINT (2.497473 49.206852 183.65960693359375)","49.206615 2.497678 133.1221923828125 8.234999656677246",49.206615,2.497678,133.122192382812,8.23499965667725,"POINT (2.497678 49.206615 133.1221923828125)","49.206879 2.49806 100.31866455078125 8.725000381469727",49.206879,2.49806,100.318664550781,8.72500038146973,"POINT (2.49806 49.206879 100.31866455078125)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.206576,2.497872,113.735717773438,5.20300006866455,"49.206576 2.497872 113.7357177734375 5.203000068664551",NA,NA,NA,NA,NA,"POINT (2.497872 49.206576 113.7357177734375)",NA
"Reforest Action","279","7","Restoration","Restoration","Lambert","49.206362 2.499109 90.3634033203125 8.562999725341797",49.206362,2.499109,90.3634033203125,8.5629997253418,"POINT (2.499109 49.206362 90.3634033203125)","49.206132 2.499989 96.5755615234375 10.21500015258789",49.206132,2.499989,96.5755615234375,10.2150001525879,"POINT (2.499989 49.206132 96.5755615234375)","49.20594 2.49999 93.51788330078125 6.620999813079834",49.20594,2.49999,93.5178833007812,6.62099981307983,"POINT (2.49999 49.20594 93.51788330078125)","49.205937 2.499561 98.66534423828125 16.44300079345703",49.205937,2.499561,98.6653442382812,16.443000793457,"POINT (2.499561 49.205937 98.66534423828125)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.205894,2.499652,99.0353393554688,8.79300022125244,"49.205894 2.499652 99.03533935546875 8.793000221252441",NA,NA,NA,NA,NA,"POINT (2.499652 49.205894 99.03533935546875)",NA
"Reforest Action","279","7","Restoration","Restoration","Lambert","49.205495 2.500651 75.355712890625 20.922000885009766",49.205495,2.500651,75.355712890625,20.9220008850098,"POINT (2.500651 49.205495 75.355712890625)","49.205478 2.499965 82.31793212890625 7.603000164031982",49.205478,2.499965,82.3179321289062,7.60300016403198,"POINT (2.499965 49.205478 82.31793212890625)","49.205639 2.500006 90.43695068359375 5.10099983215332",49.205639,2.500006,90.4369506835938,5.10099983215332,"POINT (2.500006 49.205639 90.43695068359375)","49.205679 2.500548 97.8333740234375 7.078999996185303",49.205679,2.500548,97.8333740234375,7.0789999961853,"POINT (2.500548 49.205679 97.8333740234375)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.205488,2.499938,101.070739746094,5.30100011825562,"49.205488 2.499938 101.07073974609375 5.301000118255615",NA,NA,NA,NA,NA,"POINT (2.499938 49.205488 101.07073974609375)",NA
"Reforest Action","279","9","Restoration","Restoration","Lambert","49.206579 2.500882 102.34820556640625 17.80299949645996",49.206579,2.500882,102.348205566406,17.80299949646,"POINT (2.500882 49.206579 102.34820556640625)","49.206262 2.500702 82.89007568359375 8.847000122070312",49.206262,2.500702,82.8900756835938,8.84700012207031,"POINT (2.500702 49.206262 82.89007568359375)","49.206543 2.500868 92.020263671875 7.52400016784668",49.206543,2.500868,92.020263671875,7.52400016784668,"POINT (2.500868 49.206543 92.020263671875)","49.206533 2.50124 101.17132568359375 9.878999710083008",49.206533,2.50124,101.171325683594,9.87899971008301,"POINT (2.50124 49.206533 101.17132568359375)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.206531,2.501216,109.3837890625,9.70199966430664,"49.206531 2.501216 109.3837890625 9.70199966430664",NA,NA,NA,NA,NA,"POINT (2.501216 49.206531 109.3837890625)",NA
"Reforest Action","279","10","Restoration","Restoration","Lambert","49.207514 2.500752 98.86798095703125 9.60099983215332",49.207514,2.500752,98.8679809570312,9.60099983215332,"POINT (2.500752 49.207514 98.86798095703125)","49.207536 2.500584 76.21746826171875 14.307000160217285",49.207536,2.500584,76.2174682617188,14.3070001602173,"POINT (2.500584 49.207536 76.21746826171875)","49.207755 2.500222 66.0606689453125 12.168999671936035",49.207755,2.500222,66.0606689453125,12.168999671936,"POINT (2.500222 49.207755 66.0606689453125)","49.208002 2.500721 107.11041259765625 8.576000213623047",49.208002,2.500721,107.110412597656,8.57600021362305,"POINT (2.500721 49.208002 107.11041259765625)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.207987,2.500679,104.198486328125,11.0530004501343,"49.207987 2.500679 104.198486328125 11.053000450134277",NA,NA,NA,NA,NA,"POINT (2.500679 49.207987 104.198486328125)",NA
"Reforest Action","279","11","Control","Control","Lambert","49.208909 2.500221 111.073486328125 17.52899932861328",49.208909,2.500221,111.073486328125,17.5289993286133,"POINT (2.500221 49.208909 111.073486328125)","49.208688 2.499798 123.5108642578125 6.353000164031982",49.208688,2.499798,123.510864257812,6.35300016403198,"POINT (2.499798 49.208688 123.5108642578125)","49.208925 2.499734 108.22772216796875 12.675000190734863",49.208925,2.499734,108.227722167969,12.6750001907349,"POINT (2.499734 49.208925 108.22772216796875)","49.209064 2.499928 68.66796875 9.64799976348877",49.209064,2.499928,68.66796875,9.64799976348877,"POINT (2.499928 49.209064 68.66796875)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emirate Nature - WWF","488","R1","Restoration","Restoration","WGS 84","25.010794 56.3536 0 3",25.010794,56.3536,0,3,"POINT (56.3536 25.010794 0)","25.009986 56.353659 0 3",25.009986,56.353659,0,3,"POINT (56.353659 25.009986 0)","25.009986 56.353659 0 3",25.009986,56.353659,0,3,"POINT (56.353659 25.009986 0)","25.010794 56.3536 0 3",25.010794,56.3536,0,3,"POINT (56.3536 25.010794 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.01015,56.353654,0,3,"25.01015 56.353654 0 3",NA,NA,NA,NA,NA,"POINT (56.353654 25.01015 0)",NA
"Emirate Nature - WWF","488","R3","Restoration","Restoration","WGS 84","25.0125 56.353525 0 3",25.0125,56.353525,0,3,"POINT (56.353525 25.0125 0)","25.011693 56.353564 0 3",25.011693,56.353564,0,3,"POINT (56.353564 25.011693 0)","25.011693 56.353564 0 3",25.011693,56.353564,0,3,"POINT (56.353564 25.011693 0)","25.0125 56.353525 0 3",25.0125,56.353525,0,3,"POINT (56.353525 25.0125 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.01188,56.353541,0,3,"25.01188 56.353541 0 3",NA,NA,NA,NA,NA,"POINT (56.353541 25.01188 0)",NA
"Emirate Nature - WWF","488","C1","Control","Control","WGS 84","25.01169271 56.3535644 0 3",25.01169271,56.3535644,0,3,"POINT (56.3535644 25.01169271 0)","25.01160362 56.3535628 0 3",25.01160362,56.3535628,0,3,"POINT (56.3535628 25.01160362 0)","25.01160362 56.3535628 0 3",25.01160362,56.3535628,0,3,"POINT (56.3535628 25.01160362 0)","25.01169271 56.3535644 0 3",25.01169271,56.3535644,0,3,"POINT (56.3535644 25.01169271 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.01165258,56.35354806,0,3,"25.01165258 56.35354806 0 3",NA,NA,NA,NA,NA,"POINT (56.35354806 25.01165258 0)",NA
"Emirate Nature - WWF","489","R6","Restoration","Restoration","WGS 84","25.013053 56.356044 0 3",25.013053,56.356044,0,3,"POINT (56.356044 25.013053 0)","25.012847 56.356455 0 3",25.012847,56.356455,0,3,"POINT (56.356455 25.012847 0)","25.012847 56.356455 0 3",25.012847,56.356455,0,3,"POINT (56.356455 25.012847 0)","25.013053 56.356044 0 3",25.013053,56.356044,0,3,"POINT (56.356044 25.013053 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.012877,56.356415,0,3,"25.012877 56.356415 0 3",NA,NA,NA,NA,NA,"POINT (56.356415 25.012877 0)",NA
"Emirate Nature - WWF","489","C2","Control","Control","WGS 84","25.01303 56.35626 0 3",25.01303,56.35626,0,3,"POINT (56.35626 25.01303 0)","25.01308 56.35616 0 3",25.01308,56.35616,0,3,"POINT (56.35616 25.01308 0)","25.01308 56.35616 0 3",25.01308,56.35616,0,3,"POINT (56.35616 25.01308 0)","25.01303 56.35626 0 3",25.01303,56.35626,0,3,"POINT (56.35626 25.01303 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.01307,56.35623,0,3,"25.01307 56.35623 0 3",NA,NA,NA,NA,NA,"POINT (56.35623 25.01307 0)",NA
"CI Philippines","211","Control 02","Control","Control","World geographic system 1984","10.176978 118.882503 93 3",10.176978,118.882503,93,3,"POINT (118.882503 10.176978 93)","10.176717 118.882522 88 3",10.176717,118.882522,88,3,"POINT (118.882522 10.176717 88)","10.176744 118.882219 81 4",10.176744,118.882219,81,4,"POINT (118.882219 10.176744 81)","10.176958 118.882275 84 3",10.176958,118.882275,84,3,"POINT (118.882275 10.176958 84)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.176944,118.882477,93,3,"10.176944 118.882477 93 3",NA,NA,NA,NA,NA,"POINT (118.882477 10.176944 93)",NA
"CI Philippines","211","Control 01","Control","Control","World geographic system 1984","10.176425 118.886272 58 4",10.176425,118.886272,58,4,"POINT (118.886272 10.176425 58)","10.176158 118.886383 54 3",10.176158,118.886383,54,3,"POINT (118.886383 10.176158 54)","10.176111 118.886075 63 3",10.176111,118.886075,63,3,"POINT (118.886075 10.176111 63)","10.176383 118.886067 62 3",10.176383,118.886067,62,3,"POINT (118.886067 10.176383 62)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.176,118.886,54,3,"10.176 118.886 54 3",NA,NA,NA,NA,NA,"POINT (118.886 10.176 54)",NA
"CI Philippines","211","Plot No. 03","Control","Control","WGS 1984","10.170392 118.875728 59 4",10.170392,118.875728,59,4,"POINT (118.875728 10.170392 59)","10.170131 118.875753 49 3",10.170131,118.875753,49,3,"POINT (118.875753 10.170131 49)","10.170194 118.875483 56 3",10.170194,118.875483,56,3,"POINT (118.875483 10.170194 56)","10.170383 118.875439 53 4",10.170383,118.875439,53,4,"POINT (118.875439 10.170383 53)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.17016,118.875723,63,4,"10.17016 118.875723 63 4",NA,NA,NA,NA,NA,"POINT (118.875723 10.17016 63)",NA
