"Species","data_source_title","score","matched_name2"
"Goodenia ovata                         ","The International Plant Names Index",0.988,"Goodenia ovata"
"Kunzea ericoides                        ","Tropicos - Missouri Botanical Garden",0.988,"Kunzea ericoides"
"Leptospermum continentale   ","Tropicos - Missouri Botanical Garden",0.988,"Leptospermum continentale"
"Leptospermum lanigerum       ","The International Plant Names Index",0.988,"Leptospermum lanigerum"
"Melaleuca ericifolia                  ","The International Plant Names Index",0.988,"Melaleuca ericifolia"
"Melaleuca squarrosa                ","The International Plant Names Index",0.988,"Melaleuca squarrosa"
"Olearia lirata                      ","The International Plant Names Index",0.988,"Olearia lirata"
"Ozothamnus ferrugeneous   ","The International Plant Names Index",0.75,"Ozothamnus ferrugineus"
"Cassia floribunda & Cassia siamea","Tropicos - Missouri Botanical Garden",0.988,"Cassia floribunda"
"Rhus ","The International Plant Names Index",0.75,"Rhus"
" Inga sp2","Tropicos - Missouri Botanical Garden",0.75,"Inga"
"Schinus terebenthifolia Raddi ","Tropicos - Missouri Botanical Garden",0.96,"Schinus terebinthifolia"
"Psidium cattleianum Sabine ","The International Plant Names Index",0.999,"Psidium cattleianum"
"Schizolobium parahyba (Vell.) S. F. Blake ","Tropicos - Missouri Botanical Garden",0.997,"Schizolobium parahyba"
"Tabebuia serratifolia (Vahl)Nichols ","Tropicos - Missouri Botanical Garden",0.75,"Tabebuia serratifolia"
"Gallesia integrifolia (Spreng.) harms ","Tropicos - Missouri Botanical Garden",0.999,"Gallesia integrifolia"
"Arapatiella psilophylla (Harms) ","Tropicos - Missouri Botanical Garden",0.997,"Arapatiella psilophylla"
"Acacia verniciflua","The International Plant Names Index",0.988,"Acacia verniciflua"
"Acacia falciformis","The International Plant Names Index",0.988,"Acacia falciformis"
"Acacia terminalis","Tropicos - Missouri Botanical Garden",0.988,"Acacia terminalis"
"Daviesia leptophylla","Tropicos - Missouri Botanical Garden",0.988,"Daviesia leptophylla"
"Eucalyptus globoidea","The International Plant Names Index",0.988,"Eucalyptus globoidea"
"Eucalyptus punctata","The International Plant Names Index",0.988,"Eucalyptus punctata"
"Dodonaea viscosa subsp angustissima","Tropicos - Missouri Botanical Garden",0.999,"Dodonaea viscosa angustissima"
"Dodonaea viscosa subsp spatulata","Tropicos - Missouri Botanical Garden",0.999,"Dodonaea viscosa spatulata"
"Pterocarpus sauyauxi","Tropicos - Missouri Botanical Garden",0.75,"Pterocarpus"
"Millettia laurenti","Tropicos - Missouri Botanical Garden",0.75,"Millettia laurentii"
"Cassia floribunda & Cassia Siamea","Tropicos - Missouri Botanical Garden",0.988,"Cassia floribunda"
"Penthacletra  macrophilla","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Maesopsis enemii","Tropicos - Missouri Botanical Garden",0.75,"Maesopsis"
"millettia laurentii","Tropicos - Missouri Botanical Garden",0.988,"Millettia laurentii"
"Penthacletra macrophilla","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Xanthophyllum glaucum ","The International Plant Names Index",0.988,"Xanthophyllum glaucum"
"Acacia genistifolia","Tropicos - Missouri Botanical Garden",0.988,"Acacia genistifolia"
"Acacia paradoxa","Tropicos - Missouri Botanical Garden",0.988,"Acacia paradoxa"
"Acacia terminalis ","Tropicos - Missouri Botanical Garden",0.988,"Acacia terminalis"
" Acacia rubida  ","Manual validation",NA,"Acacia rubida"
" Acacia dealbata  ","Manual validation",NA,"Acacia dealbata"
" Acacia implexa  ","Manual validation",NA,"Acacia implexa"
" Acacia melanoxylon ","Manual validation",NA,"Acacia melanoxylon"
" Acacia parramattensis ","Manual validation",NA,"Acacia parramattensis"
" Dodonaea viscosa subsp angustissima  ","Manual validation",NA,"Dodonaea viscosa subsp. angustissima"
" Eucalyptus melliodora  ","Manual validation",NA,"Eucalyptus melliodora"
" Eucalyptus blakleyi  ","Manual validation",NA,"Eucalyptus blakelyi"
" Eucalyptus macrorhyncha ","Manual validation",NA,"Eucalyptus macrorhyncha"
" Acacia brachybotrya ","Manual validation",NA,"Acacia brachybotrya"
" Acacia deanei ","Manual validation",NA,"Acacia deanei"
" Acacia hakeoides ","Manual validation",NA,"Acacia hakeoides"
" Acacia oswaldii ","Manual validation",NA,"Acacia oswaldii"
" Acacia salicina ","Manual validation",NA,"Acacia salicina"
" Atriplex nummularia ","Manual validation",NA,"Atriplex nummularia"
" Callitris glaucophylla ","Manual validation",NA,"Callitris columellaris"
" Dodonaea viscosa subsp angustissima ","Manual validation",NA,"Dodonaea viscosa subsp. angustissima"
" Eremophila longifolia ","Manual validation",NA,"Eremophila longifolia"
" Pittosporum angustifolia","Manual validation",NA,"Pittosporum angustifolium"
" Senna artemisoides ","Manual validation",NA,"Senna artemisioides"
"Acacia elongata","Manual validation",NA,"Acacia elongata"
"Acacia elongata  ","Manual validation",NA,"Acacia elongata"
"Acacia binervia  ","Manual validation",NA,"Acacia binervia"
"Acacia binervia  ","Manual validation",NA,"Acacia binervia"
"Acacia implexa  ","Manual validation",NA,"Acacia implexa"
"Acacia linifolia  ","Manual validation",NA,"Acacia linifolia"
"Acacia myrtifolia  ","Manual validation",NA,"Acacia myrtifolia"
"Acacia suaveolens  ","Manual validation",NA,"Acacia suaveolens"
"Acacia ulicifolia  ","Manual validation",NA,"Acacia ulicifolia"
"Banksia oblongifolia  ","Manual validation",NA,"Banksia oblongifolia"
"Breynia oblongifolia ","Manual validation",NA,"Breynia oblongifolia"
"Kunzeaspp.","Manual validation",NA,"Kunzea"
"Leptospermumspp.","Manual validation",NA,"Leptospermum"
"Khaya Antotheca","Manual validation",NA,"Khaya anthotheca"
"Xeroderis Stuhlmanii","Manual validation",NA,"Xeroderris stuhlmannii"
"Faidherbia Albida","Manual validation",NA,"Faidherbia albida"
"Xanthorcesis Zambeasiaca","Manual validation",NA,"Xanthocercis zambesiaca"
"Xeroderis Shulmanai","Manual validation",NA,"Xeroderris stuhlmannii"
"Calophylon sp","Manual validation",NA,"Calophyllum"
"Tabeiua rosea","Manual validation",NA,"Tabebuia rosea"
"THEORBOMA CACAO","Manual validation",NA,"Theobroma cacao"
"Faiderbia Albida","Manual validation",NA,"Faiderbia albida"
"Adenatera pavaronica","Manual validation",NA,"Adenanthera pavonina"
"Autronella gongonensis","Manual validation",NA,"Autranella congolensis"
"Adenathera pavaronica","Manual validation",NA,"Adenanthera pavonina"
"Millecia excelsa","Manual validation",NA,"Milicia excelsa"
"Adenatera pavoronica","Manual validation",NA,"Adenanthera pavonina"
"Khaya Anthotheca","Manual validation",NA,"Khaya anthotheca"
"Branchystegia","Manual validation",NA,"Brachystegia"
"Tabernae montana","Manual validation",NA,"Tabernaemontana"
"Spondiaas","Manual validation",NA,"Spondias"
"Cyntharexyllum myrianthum","Manual validation",NA,"Citharexylum myrianthum"
"Aroeirinha (Schinus terebentifolius)","Manual validation",NA,"Schinus terebinthifolia"
"Abiurana	(Puteria torta)","Manual validation",NA,"Pouteria torta"
"Angico vermelho	(Anadenanthera peregrina)","Manual validation",NA,"Anadenanthera peregrina"
"Boleira (Johanesia princeps)","Manual validation",NA,"Joannesia princeps"
"Canafistula (Peltophorum dubium (Spreng.) Taub.)","Manual validation",NA,"Peltophorum dubium"
"Cedro (Cedrela odorata)","Manual validation",NA,"Cedrela odorata"
"Ipê amarelo	(Tabebuia serratifolia)","Manual validation",NA,"Handroanthus serratifolius"
"Ipê roxo	(Tabebuia heptaphylla)","Manual validation",NA,"Tabebuia heterophylla"
"Ipê rosa	(Tabebuia impetiginosa)","Manual validation",NA,"Handroanthus impetiginosus"
"Jenipapo	(Genipa americana L.)","Manual validation",NA,"Genipa americana"
"Juçara	(Euterpe edulis)","Manual validation",NA,"Euterpe edulis"
"Jatobá	(Hymenaea courbaril)","Manual validation",NA,"Hymenaea courbaril"
"Pau pombo	(Tapirira guianensis)","Manual validation",NA,"Tapirira guianensis"
"Pau Brasil	(Paubrasilia echinata)","Manual validation",NA,"Paubrasilia echinata"
"Pau de viola	(Cyntharexyllum myrianthum)","Manual validation",NA,"Citharexylum myrianthum"
"Pau formiga	(Triplaris amaericana)","Manual validation",NA,"Triplaris americana"
"Cerejeira	(Amburana cearensis)","Manual validation",NA,"Amburana cearensis"
" Litchi chinensis","Manual validation",NA,"Litchi chinensis"
"Angico vermelho (Anadenanthera peregrina)","Manual validation",NA,"Anadenanthera peregrina"
"Ipê amarelo (Tabebuia serratifolia)","Manual validation",NA,"Handroanthus serratifolius"
"Ipê roxo (Tabebuia heptaphylla)","Manual validation",NA,"Handroanthus heptaphyllus"
"Ipê rosa (Tabebuia impetiginosa)","Manual validation",NA,"Handroanthus impetiginosus"
"Juçara (Euterpe edulis)","Manual validation",NA,"Euterpe edulis"
"Jatobá (Hymenaea courbaril)","Manual validation",NA,"Hymenaea courbaril"
"Pau pombo (Tapirira guianensis)","Manual validation",NA,"Tapirira guianensis"
"Pau Brasil (Paubrasilia echinata)","Manual validation",NA,"Paubrasilia echinata"
"Pau de viola (Cyntharexyllum myrianthum)","Manual validation",NA,"Citharexylum myrianthum"
"Pau formiga (Triplaris amaericana)","Manual validation",NA,"Triplaris americana"
"Hevea brasiliensis (Willd. Ex A.juss.) Mull.arg.","Manual validation",NA,"Hevea brasiliensis"
"Coumo utilis Muell. ","Manual validation",NA,"Couma utilis"
"CecropiaPachystachya","Manual validation",NA,"Cecropia pachystachya"
"Cariana legalis","Manual validation",NA,"Cariniana legalis"
"Dimorfandro jorgei","Manual validation",NA,"Dimorphandra jorgei"
"Cercropia Paschystachya","Manual validation",NA,"Cecropia pachystachya"
"Hevea brasiliensis","Manual validation",NA,"Hevea brasiliensis"
"Karanj Pongamia (Millettia pinnata)","Manual validation",NA,"Pongamia pinnata"
"MoringaMoringa oleifera oleifera","Manual validation",NA,"Moringa oleifera"
"liqui dambar","Manual validation",NA,"Liquidambar"
"Ipê amarelo (Tabebuia serratifolia) 2119","Manual validation",NA,"Handroanthus serratifolius"
"Ipê rosa (Tabebuia impetiginosa) ","Manual validation",NA,"Handroanthus impetiginosus"
"Jatobá (Hymenaea courbaril) ","Manual validation",NA,"Hymenaea courbaril"
"Abiurana (Puteria torta)","Manual validation",NA,"Pouteria torta"
"Jenipapo (Genipa americana L.)","Manual validation",NA,"Genipa americana"
"Cerejeira (Amburana cearensis)","Manual validation",NA,"Amburana cearensis"
"Ipê amarelo (Tabebuia serratifolia) ","Manual validation",NA,"Handroanthus serratifolius"
"Classificação superior: Annona","Manual validation",NA,"Annona"
"paschystachya sp","Manual validation",NA,"Pachystachys"
"peltorphoorium dubium","Manual validation",NA,"Peltophorum dubium"
"Xanthophyllum glaucum","Manual validation",NA,"Xanthophyllum lanceatum"
"Cynometra ramiflora","Manual validation",NA,"Cynometra ramiflora"
"Combretum trifoliatum","Manual validation",NA,"Combretum trifoliatum"
"Terminalia cambodiana  ","Manual validation",NA,"Terminalia cambodiana"
"Barringtonia acutangular ","Manual validation",NA,"Barringtonia acutangula"
"Terminalia cambodiana","Manual validation",NA,"Terminalia cambodiana"
"Cassia Siamea & Cassia floribunda","Tropicos - Missouri Botanical Garden",0.75,"Cassia"
"Gilbertodendron dewevrii","Tropicos - Missouri Botanical Garden",0.75,"Gilbertiodendron dewevrei"
"Staudtia camerounensis","Tropicos - Missouri Botanical Garden",0.75,"Staudtia"
"bobgunnia fistuloides","Tropicos - Missouri Botanical Garden",0.988,"Bobgunnia fistuloides"
"Cassia siamea & Cassia floribunda","Tropicos - Missouri Botanical Garden",0.75,"Cassia"
"Pentaclehtra macrophylla","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Staudtia kamerounensis","Tropicos - Missouri Botanical Garden",0.75,"Staudtia kamerunensis"
"Quercus petraea","Tropicos - Missouri Botanical Garden",0.988,"Quercus petraea"
"Sorbus terminalis","Tropicos - Missouri Botanical Garden",0.988,"Sorbus terminalis"
"Acacia buxifolio","Tropicos - Missouri Botanical Garden",0.75,"Acacia buxifolia"
"Ecualyptus dives","Tropicos - Missouri Botanical Garden",0.75,"Eucalyptus dives"
"Daviesia leptopylla","Tropicos - Missouri Botanical Garden",0.75,"Daviesia leptophylla"
"Eucalyptus pauciflora","The International Plant Names Index",0.988,"Eucalyptus pauciflora"
"Acacia obtusifolia","Tropicos - Missouri Botanical Garden",0.988,"Acacia obtusifolia"
"Daviesia mimosoides","The International Plant Names Index",0.988,"Daviesia mimosoides"
"Dodonaea viscosa subspecies angustissima","Tropicos - Missouri Botanical Garden",0.988,"Dodonaea viscosa"
"Dodonaea viscosa subspecies spatulata","Tropicos - Missouri Botanical Garden",0.988,"Dodonaea viscosa"
"Eucalyptus mellidora","Tropicos - Missouri Botanical Garden",0.75,"Eucalyptus melliodora"
"Dodonaea viscosa sub angustissima","Tropicos - Missouri Botanical Garden",0.988,"Dodonaea viscosa"
"Eucalyptus rossii","Tropicos - Missouri Botanical Garden",0.988,"Eucalyptus rossii"
"Leptospermum obovatum","Tropicos - Missouri Botanical Garden",0.988,"Leptospermum obovatum"
"Acacia penninervis","The International Plant Names Index",0.988,"Acacia penninervis"
"Acacia vestita","Tropicos - Missouri Botanical Garden",0.988,"Acacia vestita"
"Eucalyptus goniocalyx","The International Plant Names Index",0.988,"Eucalyptus goniocalyx"
"Eucalyptus bridgesiana ","Tropicos - Missouri Botanical Garden",0.75,"Eucalyptus"
"Leptospermum obovatum ","Tropicos - Missouri Botanical Garden",0.75,"Leptospermum"
"Acacia rubida  ","Tropicos - Missouri Botanical Garden",0.75,"Acacia"
"Acacia dealbata  ","Tropicos - Missouri Botanical Garden",0.75,"Acacia"
"Acacia implexa  ","Tropicos - Missouri Botanical Garden",0.75,"Acacia"
"Acacia melanoxylon ","Tropicos - Missouri Botanical Garden",0.75,"Acacia"
"Acacia parramattensis ","Tropicos - Missouri Botanical Garden",0.75,"Acacia"
"Dodonaea viscosa subsp angustissima  ","Tropicos - Missouri Botanical Garden",0.988,"Dodonaea viscosa"
"Eucalyptus blakleyi  ","Tropicos - Missouri Botanical Garden",0.75,"Eucalyptus"
"Eucalyptus macrorhyncha ","Tropicos - Missouri Botanical Garden",0.75,"Eucalyptus"
"Eucalyptus melliodora  ","Tropicos - Missouri Botanical Garden",0.75,"Eucalyptus"
"Brachychiton populneus","The International Plant Names Index",0.988,"Brachychiton populneus"
"Allocasuarina verticiallata","Tropicos - Missouri Botanical Garden",0.75,"Allocasuarina verticillata"
"Acacia deanei ","Tropicos - Missouri Botanical Garden",0.75,"Acacia"
"Acacia decora ","Tropicos - Missouri Botanical Garden",0.75,"Acacia"
"Acacia doratoxylon ","Tropicos - Missouri Botanical Garden",0.75,"Acacia"
"Acacia implexa ","Tropicos - Missouri Botanical Garden",0.75,"Acacia"
"Acacia paradoxa ","Tropicos - Missouri Botanical Garden",0.75,"Acacia"
"Allocasuarina verticillata ","Tropicos - Missouri Botanical Garden",0.75,"Allocasuarina"
"Brachychiton populneus ","Tropicos - Missouri Botanical Garden",0.75,"Brachychiton"
"Eucalyptus albens ","Tropicos - Missouri Botanical Garden",0.75,"Eucalyptus"
"Eucalyptus goniocalyx ","Tropicos - Missouri Botanical Garden",0.75,"Eucalyptus"
"Eucalyptus polyanthemos ","Tropicos - Missouri Botanical Garden",0.75,"Eucalyptus"
"Eucalyptus sideroxylon ","Tropicos - Missouri Botanical Garden",0.75,"Eucalyptus"
"Croton megalocapus","Tropicos - Missouri Botanical Garden",0.75,"Croton megalocarpus"
"ficus sycomorus","The International Plant Names Index",0.988,"Ficus sycomorus"
"psidium guajava","Tropicos - Missouri Botanical Garden",0.988,"Psidium guajava"
"balanites egyptica","The International Plant Names Index",0.75,"Balanites aegyptica"
"kigelia africana","Tropicos - Missouri Botanical Garden",0.988,"Kigelia africana"
"Markhamia lutea","Tropicos - Missouri Botanical Garden",0.988,"Markhamia lutea"
"Acokanthera oppositifolia","Tropicos - Missouri Botanical Garden",0.988,"Acokanthera oppositifolia"
"syzygium cumini","Tropicos - Missouri Botanical Garden",0.988,"Syzygium cumini"
"acacia gerrardii","The International Plant Names Index",0.988,"Acacia gerrardii"
"croton megalocarpus","Tropicos - Missouri Botanical Garden",0.988,"Croton megalocarpus"
"Croton megalocarpus","Tropicos - Missouri Botanical Garden",0.988,"Croton megalocarpus"
"Ficus sycomorus","The International Plant Names Index",0.988,"Ficus sycomorus"
"Ficus thonningii","Tropicos - Missouri Botanical Garden",0.988,"Ficus thonningii"
"markhamia lutea","Tropicos - Missouri Botanical Garden",0.988,"Markhamia lutea"
"croton macrostachyus","Tropicos - Missouri Botanical Garden",0.988,"Croton macrostachyus"
"cordia africana","Tropicos - Missouri Botanical Garden",0.988,"Cordia africana"
"Acacia geradii","Tropicos - Missouri Botanical Garden",0.75,"Acacia gerrardii"
"Caesalpinia ebano","Tropicos - Missouri Botanical Garden",0.988,"Caesalpinia ebano"
"Ceiba aesculifolia","Tropicos - Missouri Botanical Garden",0.988,"Ceiba aesculifolia"
"Thevetia peruviana","Tropicos - Missouri Botanical Garden",0.988,"Thevetia peruviana"
"Heliocarpus","The International Plant Names Index",0.75,"Heliocarpus"
"Caesalpinia eriostachys","Tropicos - Missouri Botanical Garden",0.988,"Caesalpinia eriostachys"
"Enterolobium cyclocarpum ","Tropicos - Missouri Botanical Garden",0.988,"Enterolobium cyclocarpum"
